instrument,instrumentLabel,image
http://www.wikidata.org/entity/Q51446928,bass viol,http://commons.wikimedia.org/wiki/Special:FilePath/Bas%20viola%20da%20gamba%2C%20Pieter%20Rombouts%2C%201726.jpg
http://www.wikidata.org/entity/Q56411346,African slit drums,http://commons.wikimedia.org/wiki/Special:FilePath/Lukumvu%2C%20Congo%20%E2%80%93%20Tambour%20t%C3%A9l%C3%A9graphique.jpg
http://www.wikidata.org/entity/Q64166304,electric bass guitar,http://commons.wikimedia.org/wiki/Special:FilePath/Gitara%20basowa%20Road%20Worn%2050%27s%20P-Bass%20firmy%20Fender.jpg
http://www.wikidata.org/entity/Q1141589,crotales,http://commons.wikimedia.org/wiki/Special:FilePath/Cymbales-E%2012567-img%202793.jpg
http://www.wikidata.org/entity/Q1165766,metallophone,http://commons.wikimedia.org/wiki/Special:FilePath/Traditional%20indonesian%20instruments.jpg
http://www.wikidata.org/entity/Q1179017,daxophone,http://commons.wikimedia.org/wiki/Special:FilePath/Daxophone.jpg
http://www.wikidata.org/entity/Q1186958,dendrophone,http://commons.wikimedia.org/wiki/Special:FilePath/Dendrophon%20%28Uchtelfangen%29%202019-01.jpg
http://www.wikidata.org/entity/Q95994094,Huantou,http://commons.wikimedia.org/wiki/Special:FilePath/Qing%20barbers%20at%20work.jpg
http://www.wikidata.org/entity/Q106581486,Tibia,http://commons.wikimedia.org/wiki/Special:FilePath/Etruscan%20Painting%203.jpg
http://www.wikidata.org/entity/Q106773111,Greek santur,http://commons.wikimedia.org/wiki/Special:FilePath/Greek%20Santur.jpg
http://www.wikidata.org/entity/Q106782089,Kinnari vina,http://commons.wikimedia.org/wiki/Special:FilePath/Kinnari%20Veena%2C%20by%20William%20Gibb%2C%20from%20Music%20and%20Musical%20Instruments%20of%20India%20and%20the%20Deccan%20by%20C%20R%20Day.jpg
http://www.wikidata.org/entity/Q107324933,Eka-tantri Vina,http://commons.wikimedia.org/wiki/Special:FilePath/Decorations%20of%20the%20Mukteshvara%20Temple%20of%20Bhubaneswar%2002.jpg
http://www.wikidata.org/entity/Q107324948,Alapini Vina,http://commons.wikimedia.org/wiki/Special:FilePath/Ellora%2C%20cave%2021%2C%20Shiva%20with%20vina.jpg
http://www.wikidata.org/entity/Q111687413,electric charango,http://commons.wikimedia.org/wiki/Special:FilePath/Charango%20el%C3%A9ctrico%2001.jpg
http://www.wikidata.org/entity/Q111842128,Church Drums,http://commons.wikimedia.org/wiki/Special:FilePath/Church%20drums%20at%20the%20Ghana%20Art%20Centre%2002.jpg
http://www.wikidata.org/entity/Q115556869,pBone,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Trombone%20Show%20%28color%29.JPG
http://www.wikidata.org/entity/Q117069790,Bamboo stem,http://commons.wikimedia.org/wiki/Special:FilePath/Instrument%20used%20in%20performing%20Nkwa-nwaite.jpg
http://www.wikidata.org/entity/Q117069972,Metal Gong,http://commons.wikimedia.org/wiki/Special:FilePath/Ogele.jpg
http://www.wikidata.org/entity/Q117072258,Marakash,http://commons.wikimedia.org/wiki/Special:FilePath/Oyara.jpg
http://www.wikidata.org/entity/Q1235547,doli,http://commons.wikimedia.org/wiki/Special:FilePath/Doli%2CTbilisi2.jpg
http://www.wikidata.org/entity/Q1241859,thunder sheet,http://commons.wikimedia.org/wiki/Special:FilePath/Macchina%20del%20tuono.jpg
http://www.wikidata.org/entity/Q1243782,quinton,http://commons.wikimedia.org/wiki/Special:FilePath/Quinton%20%28violon%29.jpg
http://www.wikidata.org/entity/Q1243790,Dord,http://commons.wikimedia.org/wiki/Special:FilePath/Bronzeageirishhorns.png
http://www.wikidata.org/entity/Q1258456,Tenori-on,http://commons.wikimedia.org/wiki/Special:FilePath/Tenori-on-london-2nd-january-2008.JPG
http://www.wikidata.org/entity/Q1288250,celtic harp,http://commons.wikimedia.org/wiki/Special:FilePath/Celtic%20harp%20dsc05425.jpg
http://www.wikidata.org/entity/Q1328415,tenora,http://commons.wikimedia.org/wiki/Special:FilePath/Tenora%2C%20Andreu%20Turon.jpg
http://www.wikidata.org/entity/Q1366388,E♭ clarinet,http://commons.wikimedia.org/wiki/Special:FilePath/Clarinet%20in%20Eb.jpg
http://www.wikidata.org/entity/Q1398629,rackett,http://commons.wikimedia.org/wiki/Special:FilePath/BaroqueRackett.jpg
http://www.wikidata.org/entity/Q1410790,whip,http://commons.wikimedia.org/wiki/Special:FilePath/Ludwig%20Slapstick.JPG
http://www.wikidata.org/entity/Q1414882,Turkish crescent,http://commons.wikimedia.org/wiki/Special:FilePath/Schellenbaum%20Bundeswehr.JPG
http://www.wikidata.org/entity/Q1426827,flexatone,http://commons.wikimedia.org/wiki/Special:FilePath/Flexatone%20Apr2005.jpg
http://www.wikidata.org/entity/Q1434775,musical clock,http://commons.wikimedia.org/wiki/Special:FilePath/Musical%20Clock%20with%20Spinet%20and%20Organ%20MET%20DP302691.jpg
http://www.wikidata.org/entity/Q1445673,flûte d'amour,http://commons.wikimedia.org/wiki/Special:FilePath/Flute%20d%27amour.jpg
http://www.wikidata.org/entity/Q1467960,mbira,http://commons.wikimedia.org/wiki/Special:FilePath/Holding%20an%20mbira%20dzavadzimu.jpg
http://www.wikidata.org/entity/Q1515888,rototom,http://commons.wikimedia.org/wiki/Special:FilePath/Rototom%201.jpg
http://www.wikidata.org/entity/Q1571002,heckelphone,http://commons.wikimedia.org/wiki/Special:FilePath/Heckelphon%20Wilhelm%20Heckel.jpg
http://www.wikidata.org/entity/Q1621499,wind chime,http://commons.wikimedia.org/wiki/Special:FilePath/Wchime.jpg
http://www.wikidata.org/entity/Q1628293,bugle,http://commons.wikimedia.org/wiki/Special:FilePath/German%20military%20trumpet%20Memorial%20de%20Verdun.JPG
http://www.wikidata.org/entity/Q1633881,archlute,http://commons.wikimedia.org/wiki/Special:FilePath/Aartsluit%20%28liuto%20attiorbato%29%2C%20BK-2016-98-3.jpg
http://www.wikidata.org/entity/Q1640934,rubab,http://commons.wikimedia.org/wiki/Special:FilePath/Rubab.jpg
http://www.wikidata.org/entity/Q1680874,trembita,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A2%D1%80%D0%B5%D0%BC%D0%B1%D1%96%D1%82%D0%B8.jpg
http://www.wikidata.org/entity/Q1704079,lithophone,http://commons.wikimedia.org/wiki/Special:FilePath/Jinan%202009%201168.jpg
http://www.wikidata.org/entity/Q1760274,oboe da caccia,http://commons.wikimedia.org/wiki/Special:FilePath/Oboe%20da%20caccia.jpg
http://www.wikidata.org/entity/Q1871532,tambu,http://commons.wikimedia.org/wiki/Special:FilePath/Collectie%20Nationaal%20Museum%20van%20Wereldculturen%20RV-07-594%20Trom%20Nederlandse%20Antillen.jpg
http://www.wikidata.org/entity/Q1889072,Mandriola,http://commons.wikimedia.org/wiki/Special:FilePath/Mandolina.jpg
http://www.wikidata.org/entity/Q2030802,Roman tuba,http://commons.wikimedia.org/wiki/Special:FilePath/Tuba%20romana%20%28reconstrucci%C3%B3%29.jpg
http://www.wikidata.org/entity/Q2142015,piccolo trombone,http://commons.wikimedia.org/wiki/Special:FilePath/Piccolo%20Trombone.jpg
http://www.wikidata.org/entity/Q2216381,chitarrone,http://commons.wikimedia.org/wiki/Special:FilePath/Page%20348%20%28A%20Dictionary%20of%20Music%20and%20Musicians-Volume%201%29.jpg
http://www.wikidata.org/entity/Q2216785,cobza,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9C%D0%BE%D0%BB%D0%B4%D0%B0%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BE%D0%B1%D0%B7%D0%B0.png
http://www.wikidata.org/entity/Q2237198,güiro,http://commons.wikimedia.org/wiki/Special:FilePath/180%20Museu%20de%20la%20M%C3%BAsica%2C%20el%20Bosc.jpg
http://www.wikidata.org/entity/Q2255516,fife,http://commons.wikimedia.org/wiki/Special:FilePath/Manet%2C%20Edouard%20-%20Young%20Flautist%2C%20or%20The%20Fifer%2C%201866%20%282%29.jpg
http://www.wikidata.org/entity/Q2276536,Shaker (musical instrument),http://commons.wikimedia.org/wiki/Special:FilePath/Shakers.jpg
http://www.wikidata.org/entity/Q2625622,sopranino recorder,http://commons.wikimedia.org/wiki/Special:FilePath/Yamaha%20Recorder%20YRN-814.jpg
http://www.wikidata.org/entity/Q2882099,banda,http://commons.wikimedia.org/wiki/Special:FilePath/2018-FSJL%20-%20Banda.jpg
http://www.wikidata.org/entity/Q3083684,tabor,http://commons.wikimedia.org/wiki/Special:FilePath/Timbal%20fondo.JPG
http://www.wikidata.org/entity/Q3120692,Hawaiian guitar,http://commons.wikimedia.org/wiki/Special:FilePath/RogerSteel2b.jpg
http://www.wikidata.org/entity/Q3143699,hydraulophone,http://commons.wikimedia.org/wiki/Special:FilePath/HHSB%20playing%20Suite%20for%20Hydraulophone.jpg
http://www.wikidata.org/entity/Q3153674,Intonarumori,http://commons.wikimedia.org/wiki/Special:FilePath/Russolointonorumori.jpg
http://www.wikidata.org/entity/Q3354977,psalmodicon,http://commons.wikimedia.org/wiki/Special:FilePath/Psalmodikon%2C%20Gagnef%2C%20Dalarna%2C%20Sverige%201.JPG
http://www.wikidata.org/entity/Q3393118,podorythmie,http://commons.wikimedia.org/wiki/Special:FilePath/Olivier%20Demers%20en%20spectacle%20avec%20Le%20Vent%20du%20Nord.jpg
http://www.wikidata.org/entity/Q3424319,tanbur,http://commons.wikimedia.org/wiki/Special:FilePath/Tambur.jpg
http://www.wikidata.org/entity/Q3545453,mandore,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Gonzalez%20Marcos%20made%20Mandore.jpg
http://www.wikidata.org/entity/Q3574205,string tambourine,http://commons.wikimedia.org/wiki/Special:FilePath/Toum-toum.jpg
http://www.wikidata.org/entity/Q3574707,Zamar,http://commons.wikimedia.org/wiki/Special:FilePath/Zamar.jpg
http://www.wikidata.org/entity/Q3574843,tonbak,http://commons.wikimedia.org/wiki/Special:FilePath/Tombak%20Tonbak%20Persian%20percussion%20Instrument.jpg
http://www.wikidata.org/entity/Q3675195,lyre-guitar,http://commons.wikimedia.org/wiki/Special:FilePath/Guitarra-lira.jpg
http://www.wikidata.org/entity/Q4358503,Drum,http://commons.wikimedia.org/wiki/Special:FilePath/Igba%201.jpg
http://www.wikidata.org/entity/Q4395534,Russian horn,http://commons.wikimedia.org/wiki/Special:FilePath/Alexey%20Ivanov%20%28trumpet%29%20and%20the%20Russian%20Horn%20Capella.jpg
http://www.wikidata.org/entity/Q5350631,Wooden gong,http://commons.wikimedia.org/wiki/Special:FilePath/Ekwe%20nta.jpg
http://www.wikidata.org/entity/Q5530911,Gendang beleq,http://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Dans%20met%20trommels%20op%20Lombok%20TMnr%2010004743.jpg
http://www.wikidata.org/entity/Q6415141,reyong,http://commons.wikimedia.org/wiki/Special:FilePath/Gamelan%20of%20Bali%20200507-4.jpg
http://www.wikidata.org/entity/Q6610630,steelpan,http://commons.wikimedia.org/wiki/Special:FilePath/Aasteeldrum.jpg
http://www.wikidata.org/entity/Q6685124,pipa,http://commons.wikimedia.org/wiki/Special:FilePath/Pipa%20MET%20DP216711.jpg
http://www.wikidata.org/entity/Q6701540,Lujon,http://commons.wikimedia.org/wiki/Special:FilePath/Lujon%20%28from%20Emil%20Richards%20Collection%29.jpg
http://www.wikidata.org/entity/Q7079990,Ogene,http://commons.wikimedia.org/wiki/Special:FilePath/Ogene.jpg
http://www.wikidata.org/entity/Q7489204,Shapar,http://commons.wikimedia.org/wiki/Special:FilePath/Shapar%20Bagpipe.jpg
http://www.wikidata.org/entity/Q7563204,soprano clarinet,http://commons.wikimedia.org/wiki/Special:FilePath/Clarinet.jpg
http://www.wikidata.org/entity/Q7578333,spitzharfe,http://commons.wikimedia.org/wiki/Special:FilePath/Spitzharfe%20MET%20MUS19A.jpg
http://www.wikidata.org/entity/Q7672803,taal,http://commons.wikimedia.org/wiki/Special:FilePath/Manjeera%20or%20Taal.jpg
http://www.wikidata.org/entity/Q516397,gittern,http://commons.wikimedia.org/wiki/Special:FilePath/Wartburg-Laute.JPG
http://www.wikidata.org/entity/Q587246,contrabass flute,http://commons.wikimedia.org/wiki/Special:FilePath/Kotatocontra%20flute.jpg
http://www.wikidata.org/entity/Q425748,hichiriki,http://commons.wikimedia.org/wiki/Special:FilePath/Hichiriki.JPG
http://www.wikidata.org/entity/Q497224,kayamb,http://commons.wikimedia.org/wiki/Special:FilePath/Kayamb%20dsc01292.jpg
http://www.wikidata.org/entity/Q322050,Lute guitar,http://commons.wikimedia.org/wiki/Special:FilePath/Gitarrenlaute.jpg
http://www.wikidata.org/entity/Q379269,diatonic button accordion,http://commons.wikimedia.org/wiki/Special:FilePath/Accord%C3%A9on%20diatonique.jpg
http://www.wikidata.org/entity/Q594256,cornamuse,http://commons.wikimedia.org/wiki/Special:FilePath/Kornamusa.jpg
http://www.wikidata.org/entity/Q593050,concertina,http://commons.wikimedia.org/wiki/Special:FilePath/Wheatstone%20English%20Concertina.jpg
http://www.wikidata.org/entity/Q281460,pipe organ,http://commons.wikimedia.org/wiki/Special:FilePath/Main%20pipe%20organ%20-%20Frauenkirche%20-%20Munich%20-%20Germany%202017.jpg
http://www.wikidata.org/entity/Q284532,byzaanchy,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%91%D1%8B%D0%B7%D0%B0%D0%B0%D0%BD%D1%87%D1%8B%D0%BD%D1%8B%D2%A3%20%D1%82%D1%83%D1%80%D0%B3%D1%83%D0%B7%D1%83%D1%83.jpg
http://www.wikidata.org/entity/Q424017,acoustic bass guitar,http://commons.wikimedia.org/wiki/Special:FilePath/Estonbass.jpg
http://www.wikidata.org/entity/Q284715,subcontrabass saxophone,http://commons.wikimedia.org/wiki/Special:FilePath/B-flatSubcontrabassTubax.jpg
http://www.wikidata.org/entity/Q507102,cuatro,http://commons.wikimedia.org/wiki/Special:FilePath/Cuatro%20Ramon%20Blanco.jpg
http://www.wikidata.org/entity/Q545271,pungi,http://commons.wikimedia.org/wiki/Special:FilePath/Beeninstrument.jpg
http://www.wikidata.org/entity/Q278597,Kemanak,http://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Bekken%20van%20messing%20TMnr%202711-1a.jpg
http://www.wikidata.org/entity/Q544352,alto flute,http://commons.wikimedia.org/wiki/Special:FilePath/Alto%20flute%20006.jpg
http://www.wikidata.org/entity/Q546936,tar,http://commons.wikimedia.org/wiki/Special:FilePath/Meshadi%20Jamil%20Amirov.jpg
http://www.wikidata.org/entity/Q272827,Çifteli,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%87ifteli%202021.jpg
http://www.wikidata.org/entity/Q262414,bandura,http://commons.wikimedia.org/wiki/Special:FilePath/Stamp%202011%20Bandura%20crop.png
http://www.wikidata.org/entity/Q518585,bucium,http://commons.wikimedia.org/wiki/Special:FilePath/Tulnice.jpg
http://www.wikidata.org/entity/Q339306,saung,http://commons.wikimedia.org/wiki/Special:FilePath/A%20little%20lunchtime%20music%20%2810845286724%29.jpg
http://www.wikidata.org/entity/Q411880,ajaeng,http://commons.wikimedia.org/wiki/Special:FilePath/Ajaeng.jpg
http://www.wikidata.org/entity/Q444037,nose flute,http://commons.wikimedia.org/wiki/Special:FilePath/Fl%C3%BBte%20nasale%20MHNT%20ETH%20AC%20FI%2047%20Gaston%20de%20Roquemaurel.jpg
http://www.wikidata.org/entity/Q369556,Cretan lyra,http://commons.wikimedia.org/wiki/Special:FilePath/Creatn%20Lyre2.jpg
http://www.wikidata.org/entity/Q370915,autoharp,http://commons.wikimedia.org/wiki/Special:FilePath/Autoharp%20of%20roger%20penney.jpg
http://www.wikidata.org/entity/Q399597,free reeds,http://commons.wikimedia.org/wiki/Special:FilePath/Reedsinset.jpg
http://www.wikidata.org/entity/Q313053,alboka,http://commons.wikimedia.org/wiki/Special:FilePath/Alboka.jpg
http://www.wikidata.org/entity/Q532584,Moodswinger,http://commons.wikimedia.org/wiki/Special:FilePath/Moodswinger.jpg
http://www.wikidata.org/entity/Q255358,aeolian harp,http://commons.wikimedia.org/wiki/Special:FilePath/Aeolian%20harp.JPG
http://www.wikidata.org/entity/Q427782,reco-reco,http://commons.wikimedia.org/wiki/Special:FilePath/Reco-reco%20metal.JPG
http://www.wikidata.org/entity/Q540049,angklung,http://commons.wikimedia.org/wiki/Special:FilePath/Angklung%20del%20Museu%20de%20la%20M%C3%BAsica%20de%20Barcelona.jpg
http://www.wikidata.org/entity/Q504847,santur,http://commons.wikimedia.org/wiki/Special:FilePath/Greek%20Santur.jpg
http://www.wikidata.org/entity/Q369445,pibgorn,http://commons.wikimedia.org/wiki/Special:FilePath/Pibgorn.jpg
http://www.wikidata.org/entity/Q319154,darbuka,http://commons.wikimedia.org/wiki/Special:FilePath/Derbouka.jpg
http://www.wikidata.org/entity/Q541464,trompeta china,http://commons.wikimedia.org/wiki/Special:FilePath/Trompeta%20china%2C%20Santiago%20de%20Cuba.jpg
http://www.wikidata.org/entity/Q320341,celesta,http://commons.wikimedia.org/wiki/Special:FilePath/Celesta%20Schiedmayer%20MIM%201592.jpg
http://www.wikidata.org/entity/Q543833,uilleann pipes,http://commons.wikimedia.org/wiki/Special:FilePath/UilleannPipes.jpg
http://www.wikidata.org/entity/Q490054,Ondioline,http://commons.wikimedia.org/wiki/Special:FilePath/Ondioline%20%28ca.1938%29%20keyboard%20on%20speaker%2C%20National%20Music%20Centre.jpg
http://www.wikidata.org/entity/Q277670,carnyx,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20ch%C3%A2teau%20Montb%C3%A9liard%20071.jpg
http://www.wikidata.org/entity/Q348878,sarinda,http://commons.wikimedia.org/wiki/Special:FilePath/Sarinda1.gif
http://www.wikidata.org/entity/Q583827,friction drum,http://commons.wikimedia.org/wiki/Special:FilePath/Frans%20Hals%20070.jpg
http://www.wikidata.org/entity/Q585289,Portuguese guitar,http://commons.wikimedia.org/wiki/Special:FilePath/2%20Portuguese%20guitars.jpg
http://www.wikidata.org/entity/Q510487,fiddle,http://commons.wikimedia.org/wiki/Special:FilePath/FIDDLES%21%20-%20Jay%20Haide%2C%20Joseph%20Collingwood%2C%20Salve%20H%C3%A5kedal%2C%20Stefano%20Scarampella%2C%20Stefano%20Conia.jpg
http://www.wikidata.org/entity/Q342234,đàn tranh,http://commons.wikimedia.org/wiki/Special:FilePath/Dantranh%20top02.jpg
http://www.wikidata.org/entity/Q505174,carillon,http://commons.wikimedia.org/wiki/Special:FilePath/Kong%20Frederik%20IX%27s%20Klokkespil%2002.jpg
http://www.wikidata.org/entity/Q457992,Terpodion,http://commons.wikimedia.org/wiki/Special:FilePath/Terpodion%2001%20gr.jpg
http://www.wikidata.org/entity/Q508805,tambura,http://commons.wikimedia.org/wiki/Special:FilePath/Bulgarian%20Tambura.png
http://www.wikidata.org/entity/Q495529,euphonium,http://commons.wikimedia.org/wiki/Special:FilePath/Euphonium%20Boosey%20and%20hawkes.jpg
http://www.wikidata.org/entity/Q354765,chimta,http://commons.wikimedia.org/wiki/Special:FilePath/Chimta%20%285945190629%29.jpg
http://www.wikidata.org/entity/Q499387,sousaphone,http://commons.wikimedia.org/wiki/Special:FilePath/Eis-Zwei-Geissebei%20IMG%208662.JPG
http://www.wikidata.org/entity/Q356330,angélique,http://commons.wikimedia.org/wiki/Special:FilePath/Ang%C3%A9lique%20zur%20Schwedischen%20Theorbe%20umgebaut%20-Museum%20f%C3%BCr%20Kunst%20und%20Gewerbe%20Hamburg-1893.466.tif
http://www.wikidata.org/entity/Q279879,Native American flute,http://commons.wikimedia.org/wiki/Special:FilePath/Native%20American%20Flute%20by%20Chief%20Arthur%20Two%20Crows.jpg
http://www.wikidata.org/entity/Q372308,bowed clavier,http://commons.wikimedia.org/wiki/Special:FilePath/Geigenwerk%20Truchado.JPG
http://www.wikidata.org/entity/Q290951,kamancheh,http://commons.wikimedia.org/wiki/Special:FilePath/2%20Kam%C4%81nches%2C%20Persia%2C%20ca.%201880.jpg
http://www.wikidata.org/entity/Q445275,alto saxophone,http://commons.wikimedia.org/wiki/Special:FilePath/Yamaha%20Saxophone%20YAS-62.tif
http://www.wikidata.org/entity/Q483994,kazoo,http://commons.wikimedia.org/wiki/Special:FilePath/2023%20Kazoo%20%281%29.jpg
http://www.wikidata.org/entity/Q579484,gaohu,http://commons.wikimedia.org/wiki/Special:FilePath/Gaohu%201.jpg
http://www.wikidata.org/entity/Q419896,guitar zither,http://commons.wikimedia.org/wiki/Special:FilePath/Zither1%20David%20Dupplaw.jpg
http://www.wikidata.org/entity/Q528239,baglamas,http://commons.wikimedia.org/wiki/Special:FilePath/GreekBaglama1.jpg
http://www.wikidata.org/entity/Q491453,tingsha,http://commons.wikimedia.org/wiki/Special:FilePath/Tingsha.jpg
http://www.wikidata.org/entity/Q540887,bombard,http://commons.wikimedia.org/wiki/Special:FilePath/Bombarde%20si%20b%C3%A9mol.jpg
http://www.wikidata.org/entity/Q180744,brass instrument,http://commons.wikimedia.org/wiki/Special:FilePath/Boston%201869%20catalogue%20images%20%28re-created%201%29.jpg
http://www.wikidata.org/entity/Q79838,accordion,http://commons.wikimedia.org/wiki/Special:FilePath/A%20convertor%20free-bass%20piano-accordion%20and%20a%20Russian%20bayan.jpg
http://www.wikidata.org/entity/Q190172,cymbal,http://commons.wikimedia.org/wiki/Special:FilePath/2006-07-06%20crash%20paiste%2016.jpg
http://www.wikidata.org/entity/Q196318,chirimio,http://commons.wikimedia.org/wiki/Special:FilePath/ChirimiaGuatemala.jpg
http://www.wikidata.org/entity/Q185626,single-reed instrument,http://commons.wikimedia.org/wiki/Special:FilePath/Fest-Noz.jpg
http://www.wikidata.org/entity/Q204482,bowed psaltery,http://commons.wikimedia.org/wiki/Special:FilePath/Streichpsalter-spielerin%20cropped.jpg
http://www.wikidata.org/entity/Q180733,lute,http://commons.wikimedia.org/wiki/Special:FilePath/Lute%20%28by%20Princess%20Ruto%2C%202013-02-11%29.jpg
http://www.wikidata.org/entity/Q205234,siren,http://commons.wikimedia.org/wiki/Special:FilePath/Pneumatic%20siren.jpg
http://www.wikidata.org/entity/Q255273,repinique,http://commons.wikimedia.org/wiki/Special:FilePath/Repique.JPG
http://www.wikidata.org/entity/Q221769,taiko,http://commons.wikimedia.org/wiki/Special:FilePath/Taiko%20drum.jpg
http://www.wikidata.org/entity/Q83489,wot,http://commons.wikimedia.org/wiki/Special:FilePath/General%20Vot.jpg
http://www.wikidata.org/entity/Q209554,western concert flute,http://commons.wikimedia.org/wiki/Special:FilePath/Western%20concert%20flute%20%28Yamaha%29.jpg
http://www.wikidata.org/entity/Q101401,bell,http://commons.wikimedia.org/wiki/Special:FilePath/Church%20bell%20cutaway.png
http://www.wikidata.org/entity/Q212892,Membranophones,http://commons.wikimedia.org/wiki/Special:FilePath/Civic%20Orchestra%20of%20Chicago%20Timpani.jpg
http://www.wikidata.org/entity/Q128309,drum kit,http://commons.wikimedia.org/wiki/Special:FilePath/Bateria.jpg
http://www.wikidata.org/entity/Q93992,ride cymbal,http://commons.wikimedia.org/wiki/Special:FilePath/Zildjian-Ride.jpg
http://www.wikidata.org/entity/Q145971,zampogna,http://commons.wikimedia.org/wiki/Special:FilePath/Zampogna.jpg
http://www.wikidata.org/entity/Q211028,bass drum,http://commons.wikimedia.org/wiki/Special:FilePath/Mounted%20concert%20bass%20drum.jpg
http://www.wikidata.org/entity/Q120585,tsuzumi,http://commons.wikimedia.org/wiki/Special:FilePath/Tsuzumi.jpg
http://www.wikidata.org/entity/Q145840,kantele,http://commons.wikimedia.org/wiki/Special:FilePath/Five%20string%20kanteles.jpg
http://www.wikidata.org/entity/Q204638,cornett,http://commons.wikimedia.org/wiki/Special:FilePath/Three%20cornetts.jpg
http://www.wikidata.org/entity/Q213461,Indian harmonium,http://commons.wikimedia.org/wiki/Special:FilePath/Harmonium%2020151009%20%2823914086965%29.jpg
http://www.wikidata.org/entity/Q212483,mellotron,http://commons.wikimedia.org/wiki/Special:FilePath/Mellotron.jpg
http://www.wikidata.org/entity/Q163026,soprillo,http://commons.wikimedia.org/wiki/Special:FilePath/Soprillo%20Saxophone.jpg
http://www.wikidata.org/entity/Q167126,Kobza,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9C%D0%BE%D0%BB%D0%B4%D0%B0%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BE%D0%B1%D0%B7%D0%B0.png
http://www.wikidata.org/entity/Q208320,gong,http://commons.wikimedia.org/wiki/Special:FilePath/HelfferichGong.jpg
http://www.wikidata.org/entity/Q171253,choghur,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%87o%C4%9Fur.jpg
http://www.wikidata.org/entity/Q201129,lyre,http://commons.wikimedia.org/wiki/Special:FilePath/Mousai%20Helikon%20Staatliche%20Antikensammlungen%20Schoen80%20n1.jpg
http://www.wikidata.org/entity/Q133506,telharmonium,http://commons.wikimedia.org/wiki/Special:FilePath/Teleharmonium1897.jpg
http://www.wikidata.org/entity/Q228529,slide trumpet,http://commons.wikimedia.org/wiki/Special:FilePath/SlideTrumpet2.jpg
http://www.wikidata.org/entity/Q178374,kaval,http://commons.wikimedia.org/wiki/Special:FilePath/Kaval.gif
http://www.wikidata.org/entity/Q215032,bandoneon,http://commons.wikimedia.org/wiki/Special:FilePath/Bandoneon-curved.jpg
http://www.wikidata.org/entity/Q229717,double clarinet,http://commons.wikimedia.org/wiki/Special:FilePath/Zummara.jpg
http://www.wikidata.org/entity/Q173453,wind instrument,http://commons.wikimedia.org/wiki/Special:FilePath/Mundorgel.jpg
http://www.wikidata.org/entity/Q182999,physharmonica,http://commons.wikimedia.org/wiki/Special:FilePath/Physharmonica.JPG
http://www.wikidata.org/entity/Q133722,bianzhong,http://commons.wikimedia.org/wiki/Special:FilePath/Bianzhong.jpg
http://www.wikidata.org/entity/Q139727,tres,http://commons.wikimedia.org/wiki/Special:FilePath/Tres%20cubano.jpg
http://www.wikidata.org/entity/Q104363,anvil,http://commons.wikimedia.org/wiki/Special:FilePath/Blacksmith%20at%20work02.jpg
http://www.wikidata.org/entity/Q249105,kokyū,http://commons.wikimedia.org/wiki/Special:FilePath/JapaneseKokyu.jpg
http://www.wikidata.org/entity/Q178812,tubular bell,http://commons.wikimedia.org/wiki/Special:FilePath/Tubular-bells.JPG
http://www.wikidata.org/entity/Q83266,vuvuzela,http://commons.wikimedia.org/wiki/Special:FilePath/Vuvuzela%20blower%2C%20Final%20Draw%2C%20FIFA%202010%20World%20Cup.jpg
http://www.wikidata.org/entity/Q244976,bodhrán,http://commons.wikimedia.org/wiki/Special:FilePath/Bodhran.jpg
http://www.wikidata.org/entity/Q200823,ophicleide,http://commons.wikimedia.org/wiki/Special:FilePath/Ophicleide%20%28AM%201998.60.100-1%29.jpg
http://www.wikidata.org/entity/Q186496,Neo-Bechstein,http://commons.wikimedia.org/wiki/Special:FilePath/NeoBechstein%20Fl%C3%BCgel.jpg
http://www.wikidata.org/entity/Q202027,cornet,http://commons.wikimedia.org/wiki/Special:FilePath/Yamaha%20Cornet%20YCR-6330II%20crop.png
http://www.wikidata.org/entity/Q178933,Hardanger fiddle,http://commons.wikimedia.org/wiki/Special:FilePath/Midt.jpg
http://www.wikidata.org/entity/Q74207,mandola,http://commons.wikimedia.org/wiki/Special:FilePath/Mandola.jpg
http://www.wikidata.org/entity/Q185003,mouth harp,http://commons.wikimedia.org/wiki/Special:FilePath/2023%20Drumla.jpg
http://www.wikidata.org/entity/Q120031,qanbūs,http://commons.wikimedia.org/wiki/Special:FilePath/Qanbuz.JPG
